canonical_target_path	canonical_text_sha256	source_repository	source_HEAD	source_relative_path	source_blob_oid_if_available	source_raw_sha256	equivalence_reason
research/strict/A1-forward/strict_layer_A1_moving_core_decimal_translation_global_campaign.md	71f00a8d8427a0ac753c07f725600e74068c23fe409ba09ad1fa2f851464c37f	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/30-A1-pre-J2/strict_layer_A1_moving_core_decimal_translation_global_campaign.md	ae8b647c3e81062780c5dfb9e8d0ae525f2f7b8a	e5d27c7278115854222c6d61341c70dfb63143c5e0d9d4c161f808a13deceba5	EXACT_CANONICAL_TEXT
research/strict/A1-forward/strict_layer_A1_moving_profile_coprime_integer_scale_campaign.md	07975f7f3d51f5ccfea92b362ef613b9817ad0e6643699a68acc23099a40696d	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/30-A1-pre-J2/strict_layer_A1_moving_profile_coprime_integer_scale_campaign.md	653e274b4ab2911aaa832b92363fd3950c88ca5c	08793d3ee0760fb11e8b9192cd1e0190792098b10849dfcfb0f0ab94eadc9398	EXACT_CANONICAL_TEXT
research/strict/A1-forward/strict_layer_A1_primitive_conic_common_U_digit_window_campaign.md	2d48c2158ab4121b04b0b89bcf481e4f31a70da1759c264fdf78c6e043bc5451	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/30-A1-pre-J2/strict_layer_A1_primitive_conic_common_U_digit_window_campaign.md	af08b29e38e6f951c4df6e18397d6ae15d776f90	7fecbe35d539abf605ea27acc6fd2800cadb46ac46b81b8433d54f8a6fad2ef5	EXACT_CANONICAL_TEXT
research/strict/A1-forward/strict_layer_A1_smith_reduced_common_U_exclusion_campaign.md	55cbbcc921123c8dd7096c95dd9d7946930f7b96a27bf33c2fe5c74b09c12e00	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/30-A1-pre-J2/strict_layer_A1_smith_reduced_common_U_exclusion_campaign.md	dffa29714dc29dc184eaae74169eb70fe32de945	c644e33a782887f76629cf05ab42232f30922faae6ef0cfe1a94d2c39b215601	EXACT_CANONICAL_TEXT
research/strict/A1-forward/strict_layer_A1_unified_moving_profile_terminal_campaign.md	e9c4542e7ccf3bf168f3a7f2b1d53c93c1530ac98e55a5c5f137afafa2d78b47	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/30-A1-pre-J2/strict_layer_A1_unified_moving_profile_terminal_campaign.md	591f28c0dd48209f1b138410238a4bd5d5e5a365	2e8a23f96548782eaaff4dda5f1edcd253423f7e67cbd2250c0b725456fe6965	EXACT_CANONICAL_TEXT
research/strict/backward-global/strict_layer_backward_algebraic_denominator_interface.md	c913dc1dbf8dae32c17b2a176a76f9dca1869bd41bd6cba9c60917cd5322650b	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/10-strict-layer-core/strict_layer_backward_algebraic_denominator_interface.md	d27f01175cb6d2433f08881ed04aee5bce0a09d4	f76a3d8ff8115c30546b78b05f123060ef9bcf89be0540f078f635cfdee6d1fd	EXACT_CANONICAL_TEXT
research/strict/backward-global/strict_layer_backward_canonical_dependency_skeleton.md	db57e6f9aafefcca8ae3ca9c7cb43517cc601e5d23a4648edf4d8bf7f2345769	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/10-strict-layer-core/strict_layer_backward_canonical_dependency_skeleton.md	a1c28cc32b6ba09cb69b6248b40f67c11b53592a	112f625fc895b57b7a0d8bc04125feee78f9c341d7ad5acffe36f596bd8a6413	EXACT_CANONICAL_TEXT
research/strict/backward-global/strict_layer_backward_canonical_synchronization_quotient.md	69f5c887331636d0883f1e5b33e4e9082521089c9fd5711a045f5d745f3396ed	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/10-strict-layer-core/strict_layer_backward_canonical_synchronization_quotient.md	242d688909107b54cecd4e773d88a0a52cb8c776	6ea8621a9413311f4d4b00beb945519120271a202d8b33a9c903dd7560f17727	EXACT_CANONICAL_TEXT
research/strict/backward-global/strict_layer_backward_global_obstruction_campaign.md	004ee89165d035d8c7ecbb0207224dca3fa7e6b32471e6dc0399007fe94590ee	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/10-strict-layer-core/strict_layer_backward_global_obstruction_campaign.md	2aee3046ee9dc1e9ee4ec96eee76b26507668b84	7ddd6c94eadd3cd0631af21886fe82e59d311a5d7b4f9ce361a717115a38fc8d	EXACT_CANONICAL_TEXT
research/strict/backward-global/strict_layer_backward_global_witness_gluing_campaign.md	ba5932a58278688a455a090bec1c02db9c8d9bbc92589b8760b97df628b7dbdd	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/10-strict-layer-core/strict_layer_backward_global_witness_gluing_campaign.md	cf740fb2989cfad96f09f05a599df9b275d90377	e9358bdb17584574ddb859f5a6e21773726ebaeb6f2e48c8b236ab0be02d3d9d	EXACT_CANONICAL_TEXT
research/strict/campaigns/85/85_phaseII_R3_primitive_height.md	9429974f50975ca30d672007434dbc0f76e96f32af3571d5bdb6094fdebfe295	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/70-85/85_phaseII_R3_primitive_height(1).md	da4128b558948fc70c545bb98ec63fed01083819	e7403f812a19a80a331a43339d6f6a0b3714860ce751c2c801f3c739fbd2eb71	EXACT_CANONICAL_TEXT
research/strict/DD/strict_layer_DD_error_closure_campaign.md	e286c080f9b4292d95e90fa98ba820f0af047c38990514b1ba61043a52d99c50	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/20-DD-complete/strict_layer_DD_error_closure_campaign.md	3f40c731649d98f76a121a807f44f2acbc2d5d2c	fe80268ea8a667e03254f2ab2a819fe68d38976b7ef0eb045787fdd5d4427a10	EXACT_CANONICAL_TEXT
research/strict/DD/strict_layer_DD_independence_audit.md	fa64c7d84f20660113672ebb9a521b2fb50f0c92cce3e446a6f97957457681d1	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/20-DD-complete/strict_layer_DD_independence_audit.md	fde05c1c41b09b77bb29ec577adc16d166513d1b	64ea459926679982b7c6be4b98b29348c5d8b658db26302ad171700e2c703f1b	EXACT_CANONICAL_TEXT
research/strict/DD/strict_layer_DD_orientation_recovery_campaign.md	eb3fbc26709ed1fc50a21fc24e73b9041e4be28a4ad5013c9267f602f9bac179	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/20-DD-complete/strict_layer_DD_orientation_recovery_campaign.md	e1a15e4edef651dac01f681167667a2c333d69e3	c2fd45420a503ce1fc4caefbb38894b739953368f8190ed44fb41edfb9c6b629	EXACT_CANONICAL_TEXT
research/strict/DD/strict_layer_DD_oriented_tail_window_campaign.md	94a1b378f1c411628eaf790759373038138700b0ce0255a20ae1754030232489	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/20-DD-complete/strict_layer_DD_oriented_tail_window_campaign.md	1c9d5f59a1c05116f9665c54a95accc9d55b4f98	79bde44cd366f8f337242ccb16a891416d4d3eadaf98426fe09b6947ef13c510	EXACT_CANONICAL_TEXT
research/strict/DD/strict_layer_DD_post_deflation_campaign.md	2ad8160f1757b2a4354eae8ec5b3f45ce80d2a552d8c3e72309f00a65b0ec2ba	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/20-DD-complete/strict_layer_DD_post_deflation_campaign.md	ca3c0cfda6ce78941a6e43630e77141b46be0259	8e7a760372081385b45a7101807b5438ac49d8ff93def870905f1f960b59132b	EXACT_CANONICAL_TEXT
research/strict/DD/strict_layer_DD_source_phase_information_audit.md	7241f6be198977aa474df9eb7939ef0e0b9bbff800edc8f42a1fc2cd3d0ec4d5	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/20-DD-complete/strict_layer_DD_source_phase_information_audit.md	18e09657c1c181f8fdfb834c21363bdbb6535c11	a1177cd474e92c9df5d92cf4bc7d5f053b1d8c08c7bdcbe3ba114851ba860c9d	EXACT_CANONICAL_TEXT
research/strict/DD/strict_layer_DD_supply_phase_synchronization_campaign.md	6dbd5fdd7224f9d7c9c92e4eb8722a0b6f62191a1f8837cdf1810a0f5cab573f	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/20-DD-complete/strict_layer_DD_supply_phase_synchronization_campaign.md	9c6a7a2ff43d09dbae3acc14bab707b7225b518e	17d5b25c2c3492d6574c6b995ff6d7d815db9bb07c11435310d4a6a8c2744fd2	EXACT_CANONICAL_TEXT
research/strict/DD/strict_layer_moving_core_square_spacing_campaign.md	45d1aeaa678f0de9e619e1ead9950bc12892959a72ebfa87bf2c3f3cd5a67242	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/10-strict-layer-core/strict_layer_moving_core_square_spacing_campaign.md	e8bc9a7711162832b5319766dbe99883058940ca	b46ea4efcda67c29999d2b0acac02befdb281fcba209e518c80d608e19f43b4c	EXACT_CANONICAL_TEXT
research/strict/DD/strict_layer_post_DD_consolidation_A1_frontier.md	243b69d20fc2c0a4059d1da9f82513596e638d1436612452e520b3a56bb620e6	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/10-strict-layer-core/strict_layer_post_DD_consolidation_A1_frontier.md	b6141021734843c83d213ea441c3b17f4dcdcdff	f0ef4ec810e9d0e32d52699f01072a5174efe37f07f45077cd30bc02c389e229	EXACT_CANONICAL_TEXT
research/strict/foundation/archive/strict_layer_unified_exact_lift_campaign_initial.md	f7924acf9aa0bef97026deb55708ccc7c08ca36f0e54d056f8469869a7873dd0	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	00-foundation/archive/strict_layer_unified_exact_lift_campaign_initial.md	0d15898e983cb405354e5d11b4e23ae7c5b33e0a	7c2441534e71d72e010631bd6053f42bd34d3b0d21d3ee1ec4c8e1f33747697e	EXACT_CANONICAL_TEXT
research/strict/foundation/archive/strict_layer_unified_exact_lift_campaign_initial.md	f7924acf9aa0bef97026deb55708ccc7c08ca36f0e54d056f8469869a7873dd0	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/10-strict-layer-core/strict_layer_unified_exact_lift_campaign.md	0d15898e983cb405354e5d11b4e23ae7c5b33e0a	7c2441534e71d72e010631bd6053f42bd34d3b0d21d3ee1ec4c8e1f33747697e	EXACT_CANONICAL_TEXT
research/strict/foundation/strict_layer_unified_exact_lift_campaign.md	f0d26023631a72116037e9d12ccd6568a58a831a5672e6329d3128793225594e	strict	ff3c28197be0c0f55ad5628a5d76182120e454c1	archive-by-series/10-strict-layer-core/strict_layer_unified_exact_lift_campaign(1).md	4df55726dbc34413547df4373c70f5ff2336feaa	0e0fdbf8848c3674410c195139e563633727d43d5e9b4a65e08c99036c34a41b	EXACT_CANONICAL_TEXT
